*Vertices 5301
81680710 7046912
81680710 7773732
81680710 22598920
81680710 28342883
81680710 46334699
81680710 77528520
81680710 415073613
81915249 77528520
81915249 108557681
81915249 122111595
81915249 196179205
81915249 406907214
81915249 471093612
82068999 93378883
82068999 202555952
82068999 522582939
82837121 22521283
82837121 47588692
82837121 55590832
82837121 93378883
83236897 22598920
83236897 318661130
83236897 406907214
83236897 592579646
83581269 92403540
83581269 1031110604
84114885 92403540
84426046 157042531
84561646 144305807
84561646 469218793
84596057 6082972
84596057 6684602
84596057 22985259
84596057 173164569
84596057 197347453
84596057 215216086
84596057 216522413
84596057 228711740
84596057 323379897
84596057 349204176
84596057 425263052
84596057 450630648
84596057 451033303
84596057 455775628
84596057 510047880
84596057 535140940
84596057 548727018
84596057 976068038
84596057 1042842432
85184915 8933252
85184915 178507135
85184915 428117425
85305729 191391803
85391583 8291932
85391583 15391421
85391583 22598920
85391583 77243029
85866409 104566770
85866409 250171190
86036102 104897833
86525417 181477746
86525417 451033303
86561552 349204176
86561552 810793700
86741673 177299735
86741673 207070244
86741673 257399906
89237976 105496654
89734891 140030010
89734891 563022345
92225723 242301103
92403540 3610511
92403540 8933252
92403540 22985259
92403540 26232444
92403540 26771352
92403540 29500667
92403540 29510629
92403540 31102741
92403540 32025215
92403540 32204918
92403540 42676920
92403540 42754744
92403540 43069058
92403540 49934607
92403540 49977491
92403540 50589337
92403540 50619779
92403540 51005435
92403540 51150318
92403540 53025684
92403540 53027768
92403540 57928664
92403540 72816504
92403540 74147053
92403540 74486653
92403540 78116487
92403540 83581269
92403540 84114885
92403540 98913291
92403540 100459808
92403540 101503282
92403540 104775098
92403540 107421428
92403540 113487244
92403540 128587032
92403540 137390297
92403540 138529938
92403540 140410819
92403540 154267358
92403540 163354973
92403540 174747861
92403540 176362396
92403540 193786482
92403540 196514953
92403540 197347453
92403540 198678682
92403540 200293129
92403540 202244649
92403540 210514893
92403540 219346690
92403540 231377654
92403540 232560751
92403540 235303172
92403540 242341704
92403540 243891976
92403540 245953131
92403540 250171190
92403540 255656786
92403540 257399906
92403540 258762800
92403540 259934562
92403540 270472440
92403540 271032827
92403540 272876921
92403540 284657297
92403540 288798453
92403540 291314239
92403540 300838107
92403540 308151060
92403540 309800578
92403540 310496499
92403540 318661130
92403540 323937090
92403540 324440293
92403540 329103684
92403540 331312863
92403540 331875962
92403540 364111442
92403540 370193929
92403540 370850929
92403540 377304816
92403540 377389027
92403540 380172348
92403540 380319760
92403540 384753006
92403540 386034126
92403540 390972554
92403540 393628023
92403540 395014721
92403540 396515695
92403540 396618509
92403540 396900261
92403540 397320325
92403540 397324373
92403540 397534181
92403540 397629967
92403540 399572723
92403540 400300086
92403540 401502696
92403540 402866477
92403540 404069171
92403540 406962616
92403540 407844335
92403540 411410885
92403540 412240393
92403540 413233876
92403540 413296140
92403540 413332388
92403540 415900150
92403540 417735070
92403540 418247241
92403540 419672622
92403540 420995289
92403540 421346603
92403540 425908255
92403540 428117425
92403540 428263137
92403540 429262110
92403540 433546930
92403540 436961762
92403540 437007483
92403540 440184518
92403540 450747981
92403540 451597109
92403540 453238264
92403540 454200724
92403540 454318003
92403540 455266133
92403540 455340385
92403540 460985875
92403540 461425627
92403540 462971394
92403540 465298629
92403540 466756548
92403540 470227974
92403540 470379248
92403540 473043012
92403540 477660093
92403540 479451474
92403540 480715104
92403540 481648575
92403540 482131412
92403540 482157356
92403540 484179231
92403540 486598436
92403540 488706826
92403540 491690867
92403540 495045945
92403540 496144150
92403540 497302053
92403540 499996521
92403540 517073805
92403540 517400735
92403540 528501469
92403540 533130509
92403540 533552597
92403540 535333357
92403540 540803768
92403540 543842787
92403540 544470195
92403540 545291748
92403540 546039069
92403540 552577697
92403540 560657748
92403540 562250174
92403540 564653953
92403540 567510788
92403540 569879248
92403540 574385968
92403540 587665339
92403540 597381176
92403540 599343100
92403540 613553896
92403540 618382051
92403540 622239105
92403540 624543149
92403540 629661106
92403540 632419314
92403540 706819428
92403540 711216631
92403540 716206832
92403540 722825599
92403540 733154665
92403540 750948720
92403540 762202957
92403540 795590899
92403540 868757713
92403540 868906542
92403540 880855315
92403540 882148280
92403540 885222252
92403540 934466887
92403540 936597188
92403540 939617401
92403540 951290342
92403540 985509799
92403540 986839782
92403540 987068240
92403540 991254878
92403540 1010619756
92403540 1020696912
92403540 1052685680
92403540 1059054242
92403540 1064278820
92403540 1074439423
92403540 1087095313
92403540 1089449275
92403540 1132376958
93259719 142238323
93259719 326054560
93259719 564653953
93259719 632742781
93259719 834186096
93259719 835342567
93648877 279147035
95008519 56706947
95008519 308151060
95008519 414966228
95243555 8291932
95243555 39201963
95243555 104566770
95243555 109079114
95243555 110273768
95243555 146215776
95243555 216522413
95243555 250842076
95243555 490480487
95452901 706819428
95452901 1030992019
96338067 407844335
96586973 425380217
98913291 92403540
100459808 92403540
100996879 111924058
100996879 187536784
101503282 92403540
104566770 3610511
104566770 6684602
104566770 8933252
104566770 9939012
104566770 9993142
104566770 18671285
104566770 18800245
104566770 23847948
104566770 28342883
104566770 37889070
104566770 37922072
104566770 45307775
104566770 48034707
104566770 62364690
104566770 85866409
104566770 95243555
104566770 109079114
104566770 132104173
104566770 135894129
104566770 160466484
104566770 181191549
104566770 184812764
104566770 187536784
104566770 197347453
104566770 209128079
104566770 226197498
104566770 246886628
104566770 260693820
104566770 261223538
104566770 264333523
104566770 283906965
104566770 292912980
104566770 295168932
104566770 296876973
104566770 300796010
104566770 321266890
104566770 340346783
104566770 346829273
104566770 349929809
104566770 370625229
104566770 393628023
104566770 397320325
104566770 405574548
104566770 407101499
104566770 420995289
104566770 425138781
104566770 428117425
104566770 469128515
104566770 483836463
104566770 489345934
104566770 502315142
104566770 555420716
104566770 621741580
104566770 706819428
104754590 67006908
104754590 212175167
104754590 321425967
104754590 400741034
104775098 92403540
104775098 413332388
104818930 84838434
104818930 424920096
104897833 6684602
104897833 15873303
104897833 86036102
104897833 110273768
104897833 117755159
104897833 173662542
104897833 216522413
104897833 250171190
104897833 401502696
104897833 455266133
104897833 517400735
104897833 522582939
104897833 533552597
104897833 563022345
104897833 632742781
104897833 702727668
104897833 833089766
104897833 1011395167
105429377 15271419
105429377 15391421
105429377 29646177
105429377 74156552
105429377 134803800
105429377 146215776
105429377 188043254
105429377 197347453
105429377 200293129
105429377 215216086
105429377 262100774
105429377 290585680
105429377 349204176
105429377 351555225
105429377 370625229
105429377 380319760
105429377 381666513
105429377 388348486
105429377 405035087
105429377 416351352
105429377 425263052
105429377 428384851
105429377 436612105
105429377 470379248
105429377 472778739
105429377 488706826
105429377 501066121
105429377 510047880
105429377 535333357
105429377 585968039
105429377 595539789
105429377 600090702
105429377 632742781
105429377 1031110604
105429377 1062916164
105429377 1065760964
105429377 1116460440
105429377 1205795042
105496654 89237976
105496654 242341704
106456147 56345134
106456147 107471115
106456147 149278846
107421428 92403540
107990833 22598920
107990833 140030010
107990833 173662542
107990833 197347453
107990833 425380217
108557681 49044510
108557681 60490488
108557681 71582266
108557681 77528520
108557681 81915249
108557681 293394867
108557681 363251033
108557681 416502198
109079114 7470952
109079114 8291932
109079114 15271419
109079114 15391421
109079114 22598920
109079114 22970058
109079114 29646177
109079114 37889070
109079114 39201963
109079114 48989220
109079114 62364690
109079114 95243555
109079114 104566770
109079114 110273768
109079114 111924058
109079114 152905850
109079114 188043254
109079114 317336535
109079114 563022345
109079114 1042842432
110273768 7470952
110273768 15350901
110273768 18671285
110273768 22598920
110273768 22970058
110273768 23748269
110273768 48182327
110273768 62364690
110273768 69892452
110273768 90436636
110273768 93378883
110273768 95243555
110273768 104897833
110273768 109079114
110273768 111924058
110273768 124578978
110273768 125796953
110273768 141669233
110273768 146215776
110273768 153324815
110273768 160466484
110273768 187536784
110273768 209733883
110273768 210459173
110273768 216522413
110273768 261223538
110273768 293394867
110273768 300796010
110273768 349204176
110273768 351555225
110273768 370625229
110273768 379114417
110273768 406162937
110273768 407101499
110273768 418024172
110273768 425138781
110273768 425840466
110273768 455775628
110273768 489345934
110273768 535333357
110273768 547477084
110273768 552190256
110273768 621741580
110273768 627845498
110273768 702727668
110273768 734619301
110273768 810793700
110273768 1065760964
110273768 1072217274
110273768 1092912044
110273768 1127280169
110439086 392094997
110439086 425380217
111354131 137390297
111924058 8933252
111924058 14443340
111924058 15271419
111924058 15350901
111924058 15391421
111924058 18671285
111924058 18800245
111924058 22598920
111924058 22624920
111924058 27422705
111924058 29646177
111924058 37889070
111924058 47588692
111924058 50606585
111924058 56326516
111924058 62364690
111924058 74156552
111924058 77243029
111924058 93378883
111924058 100996879
111924058 104566770
111924058 109079114
111924058 110273768
111924058 128587032
111924058 140527863
111924058 142335653
111924058 152905850
111924058 153324815
111924058 170384943
111924058 173164569
111924058 178507135
111924058 181477746
111924058 188047458
111924058 215216086
111924058 216522413
111924058 245306807
111924058 262898875
111924058 291290779
111924058 293394867
111924058 295788103
111924058 351555225
111924058 379296310
111924058 405574548
111924058 407101499
111924058 451033303
111924058 522582939
113487244 92403540
113487244 706819428
113746083 6684602
113746083 22598920
113746083 28342883
113746083 115955798
113746083 122111595
113746083 202555952
113746083 286841761
113746083 415073613
113746083 416194495
113746083 455775628
113746083 517400735
113746083 522582939
114849265 792517914
115955798 18721974
115955798 22598920
115955798 40337017
115955798 56326516
115955798 113746083
115955798 120720544
115955798 215216086
115955798 228711740
115955798 256598881
115955798 272876921
115955798 349204176
115955798 356979186
115955798 370625229
115955798 405418046
115955798 415073613
115955798 422226730
115955798 423613846
115955798 425263052
115955798 489345934
115955798 522582939
115955798 600090702
115955798 1092912044
116190007 81592426
116190007 321425967
116538160 93378883
117463248 7046912
117463248 56326516
117708359 29646177
117708359 269535022
117708359 295168932
117708359 412240393
117708359 416351352
117708359 451033303
117755159 104897833
117755159 197347453
117755159 349204176
117755159 410941537
117755159 425263052
117755159 451370524
117755159 483838785
117755159 547680256
117755159 563022345
117755159 702727668
117755159 835342567
117755159 1062916164
117755159 1092912044
118339229 7046912
118339229 12551742
118339229 16002194
118339229 414966228
118898139 628563
118898139 3610511
118898139 5656162
118898139 7046912
118898139 12179872
118898139 14709812
118898139 19706832
118898139 22598920
118898139 28342883
118898139 157042531
119065059 769985
119065059 2007021
119065059 7046912
119065059 321425967
120720544 22598920
120720544 22985259
120720544 29646177
120720544 42676920
120720544 115955798
120720544 134803800
120720544 181477746
120720544 188047458
120720544 228711740
120720544 396900261
120720544 440128266
120720544 455775628
120720544 482148232
120720544 489345934
120720544 510047880
120720544 547680256
120720544 869587356
120720544 899934248
120720544 932445193
120720544 1042842432
124578978 22970058
124578978 29646177
124578978 37539436
124578978 62364690
124578978 93378883
124578978 110273768
124578978 131559802
124578978 157042531
124578978 187536784
124578978 228711740
124578978 353768504
124578978 356979186
125088832 507498746
126727689 318661130
126727689 412601262
126727689 1095958825
126737626 22203964
126737626 56345134
126737626 487416678
128587032 7046912
128587032 22598920
128587032 77243029
128587032 92403540
128587032 93378883
128587032 111924058
128587032 157042531
128587032 425380217
129214047 176362396
129214047 257399906
131435310 7046912
131435310 7773732
131435310 29646177
131435310 56326516
131435310 146215776
131435310 317336535
131435310 351555225
131435310 487416678
131435310 522582939
131435310 621741580
131435310 792517914
131435310 806660965
131435310 1006095223
132104173 104566770
132104173 182342223
132104173 295168932
132104173 327900613
132104173 810793700
132128902 425380217
132621562 157042531
133447001 15271419
133447001 22598920
133447001 54911584
133447001 74156552
133447001 210483287
133447001 221173559
133447001 250171190
133447001 295168932
133447001 363251033
133447001 437007483
133447001 813467726
134526134 468198674
134803800 36190135
134803800 56326516
134803800 105429377
134803800 120720544
134803800 128857854
134803800 154547583
134803800 183148817
134803800 188043254
134803800 215216086
134803800 232560751
134803800 233287464
134803800 315436528
134803800 349204176
134803800 351555225
134803800 380319760
134803800 407101499
134803800 425263052
134803800 451370524
134803800 460985875
134803800 510047880
134803800 513726022
134803800 551894180
134803800 585968039
134803800 595539789
134803800 600090702
134803800 632742781
134803800 835342567
134803800 876501625
134803800 1042842432
134803800 1052685680
135441917 14865840
135441917 22598920
135894129 104566770
136622745 31102741
136622745 74156552
136622745 160466484
136622745 187536784
136622745 215216086
136622745 416157197
136622745 451033303
136622745 502315142
136622745 558489220
137390297 92403540
137390297 111354131
138322603 558489220
138438793 22985259
138438793 599940695
138438793 835342567
138438793 936597188
138529938 92403540
138867555 3610511
140030010 46334699
140030010 89734891
140030010 107990833
140030010 142335653
140030010 206615715
140030010 220859239
140030010 245430145
140030010 311394394
140030010 340396112
140030010 383825758
140030010 389400082
140030010 437363242
140030010 439062828
140030010 440184518
140030010 455651875
140030010 535333357
140030010 539143317
140030010 733154665
140030010 800457696
140030010 1006095223
140410819 50589337
140410819 55532545
140410819 92403540
140410819 810793700
140410819 1070376564
141669233 110273768
142238323 93259719
142238323 386779723
142335653 22598920
142335653 56326516
142335653 111924058
142335653 140030010
142335653 1065760964
144207876 215216086
144207876 425380217
144305807 84561646
144305807 215216086
144305807 593546714
149278846 106456147
150026364 392676979
150307637 157042531
150983977 165042220
150983977 292565648
151590831 22598920
151590831 42676920
151590831 47588692
151590831 62364690
151590831 516038414
153324815 9564632
153324815 45100798
153324815 93378883
153324815 110273768
153324815 126611558
153324815 216522413
153324815 261223538
153324815 806660965
154267358 92403540
154588620 455775628
157290467 22203964
160466484 7046912
160466484 8029522
160466484 22598920
160466484 32204918
160466484 47588692
160466484 54556442
160466484 81056258
160466484 93378883
160466484 104566770
160466484 110273768
160466484 146215776
160466484 178507135
160466484 181477746
160466484 183148817
160466484 184812764
160466484 197347453
160466484 210459173
160466484 226197498
160466484 256598881
160466484 291403211
160466484 291949510
160466484 350791585
160466484 353768504
160466484 377389027
160466484 407101499
160466484 425840466
160466484 428117425
160466484 437007483
160466484 471422290
160466484 471992869
160466484 495077879
160466484 502315142
160466484 517883021
160466484 549083012
160466484 564653953
160466484 587665339
160466484 801510450
160466484 810793700
160466484 964996225
161612145 52491055
161612145 327900613
161845690 630544784
163025432 74544145
163025432 407818010
163025432 557215750
163354973 7046912
163354973 92403540
163932767 14443340
163932767 22598920
164074870 903721722
165042220 150983977
165751518 75522479
168422352 321281383
168761446 7470952
168761446 22598920
168761446 29646177
168761446 37539436
168761446 50606585
168761446 146215776
168761446 181477746
168761446 206615715
168761446 210525855
168761446 471093612
168761446 1031110604
168761446 1137300811
170352080 81592426
170352080 272876921
170352080 279139861
170352080 433162117
170384943 22598920
170384943 47588692
170384943 77243029
170384943 111924058
170384943 163075114
170384943 210459173
170384943 226197498
170384943 321266890
170384943 425263052
170384943 517400735
173164569 6082972
173164569 22598920
173164569 84596057
173164569 93378883
173164569 111924058
173164569 232560751
173164569 425138781
173164569 425263052
173164569 451033303
173164569 522582939
173164569 553617306
173164569 563022345
173164569 876501625
173662542 104897833
173662542 107990833
173662542 264333523
173662542 422226730
173662542 451033303
173662542 706819428
173662542 889616856
173662542 1042842432
173662542 1070376564
174747861 6684602
174747861 15271419
174747861 31102741
174747861 92403540
174747861 228711740
174747861 388842116
174747861 433162117
174747861 548727018
174762418 506055335
176362396 92403540
176362396 129214047
177299735 86741673
177299735 207070244
178507135 6082972
178507135 8291932
178507135 8933252
178507135 9939012
178507135 12179872
178507135 18671285
178507135 22598920
178507135 22985259
178507135 50606585
178507135 62364690
178507135 69892452
178507135 85184915
178507135 93378883
178507135 96450599
178507135 111924058
178507135 160466484
178507135 187536784
178507135 216522413
178507135 246886628
178507135 261223538
178507135 269535022
178507135 299837277
178507135 300796010
178507135 321266890
178507135 405574548
178507135 407101499
178507135 425138781
178507135 455775628
178507135 468198674
178507135 469218793
179588209 305187907
181191549 22598920
181191549 104566770
181191549 308672071
181477746 81056258
181477746 111924058
181477746 120720544
181477746 160466484
181477746 168761446
181477746 216522413
181477746 291949510
181477746 415073613
181477746 422226730
181477746 562250174
181477746 889616856
182342223 132104173
182342223 187536784
182342223 418584043
183148817 6684602
183148817 14443340
183148817 22598920
183148817 93378883
183148817 109651861
183148817 134803800
183148817 140527863
183148817 157042531
183148817 160466484
183148817 197347453
183148817 215216086
183148817 250171190
183148817 295788103
183148817 327900613
183148817 349204176
183148817 353768504
183148817 392094997
183148817 420995289
183148817 423613846
183148817 450630648
183148817 455775628
183148817 702727668
183148817 835342567
183148817 1031110604
183149280 157042531
183149280 215216086
183201799 15922136
183201799 22598920
184812764 22598920
184812764 37539436
184812764 104566770
184812764 160466484
184812764 517400735
184812764 1084115989
187185454 977265403
187491410 733154665
187536784 8933252
187536784 22985259
187536784 45100798
187536784 100996879
187536784 104566770
187536784 110273768
187536784 124578978
187536784 136622745
187536784 157042531
187536784 178507135
187536784 182342223
187536784 202244649
187536784 264333523
187536784 285724171
187536784 321266890
187536784 335208230
187536784 340346783
187536784 346829273
187536784 353768504
187536784 361784332
187536784 377914761
187536784 380015773
187536784 405574548
187536784 428117425
187536784 549083012
187536784 587665339
187536784 718684188
187536784 810793700
187536784 1065760964
189263728 17283453
189263728 36286962
189263728 221173559
191391803 85305729
193786482 92403540
194232740 386034126
194896850 12179872
194896850 361746019
194896850 425840466
194896850 466489818
195322597 107471115
195322597 291949510
196514953 92403540
196514953 396618509
196852073 107193314
197347453 67887304
197347453 84596057
197347453 92403540
197347453 104566770
197347453 107990833
197347453 117755159
197347453 146215776
197347453 157042531
197347453 160466484
197347453 183148817
197347453 202244649
197347453 216522413
197347453 232560751
197347453 290723075
197347453 312691936
197347453 349204176
197347453 349626625
197347453 406162937
197347453 425138781
197347453 425380217
197347453 450747981
197347453 483838785
197347453 499996521
197347453 558489220
197347453 563022345
197347453 702727668
197347453 810793700
197347453 1042842432
197347453 1133943835
197602470 22598920
197602470 327900613
198418075 16093829
198418075 470379248
198678682 92403540
200293129 92403540
200293129 105429377
200293129 388842116
200482073 215216086
200482073 379296310
200482073 835342567
201012406 7470952
201012406 152905850
201012406 157042531
201012406 379296310
201012406 513726022
202244649 92403540
202244649 157042531
202244649 187536784
202244649 197347453
202244649 216522413
202244649 273686840
202555952 22598920
202555952 37539436
202555952 47588692
202555952 82068999
202555952 93378883
202555952 113746083
202555952 310496499
202555952 379114417
202555952 413917055
202555952 522582939
202555952 558524379
202555952 706819428
204299339 157042531
204299339 706819428
204480603 22203964
206615715 5682702
206615715 22598920
206615715 140030010
206615715 168761446
206615715 211904475
206615715 364851614
206615715 383825758
206615715 472778739
207070244 46137662
207070244 86741673
207070244 90436636
207070244 177299735
207070244 252688673
207070244 490480487
209128079 104566770
209128079 173662542
209128079 706819428
209733883 7773732
209733883 17426567
209733883 22598920
209733883 22970058
209733883 38002859
209733883 53025684
209733883 56326516
209733883 110273768
209733883 131197741
209733883 207490418
209733883 286841761
209733883 351555225
209733883 410941537
209733883 510047880
209733883 899934248
209733883 1031110604
210459173 22598920
210459173 22970058
210459173 37539436
210459173 50606585
210459173 53025684
210459173 110273768
210459173 160466484
210459173 163075114
210459173 170384943
210459173 215216086
210459173 295788103
210459173 351555225
210459173 428117425
210459173 428434740
210459173 455775628
210459173 510047880
210459173 632742781
210459173 1004883073
210483287 133447001
210514893 92403540
210514893 443896569
211487690 32204918
211487690 92403540
211487690 425380217
211904475 2007021
211904475 7773732
211904475 12179872
211904475 12551742
211904475 14709812
211904475 16002194
211904475 22598920
211904475 25911628
211904475 76982240
211904475 107471115
211904475 206615715
211904475 356979186
211904475 439062828
211904475 1133943835
212175167 56326516
212175167 67006908
212175167 96360063
212175167 104754590
212175167 131197741
212175167 361097511
212175167 400741034
212175167 471093612
212175167 547811916
212953427 363251033
213061611 349204176
213061611 447241184
213061611 513726022
215216086 22598920
215216086 22624920
215216086 22985259
215216086 32025215
215216086 54911584
215216086 56326516
215216086 74156552
215216086 81056258
215216086 84596057
215216086 105429377
215216086 111924058
215216086 115955798
215216086 134803800
215216086 136622745
215216086 144207876
215216086 144305807
215216086 173164569
215216086 183148817
215216086 183149280
215216086 188043254
215216086 200482073
215216086 210459173
215216086 233245609
215216086 235303172
215216086 262235136
215216086 290723075
215216086 299837762
215216086 341339579
215216086 349204176
215216086 353768504
215216086 361097511
215216086 364323869
215216086 379296310
215216086 380319760
215216086 388348486
215216086 405418046
215216086 416351352
215216086 425263052
215216086 428117425
215216086 436612105
215216086 440128266
215216086 447241184
215216086 450630648
215216086 451033303
215216086 451370524
215216086 469218793
215216086 475246008
215216086 493847017
215216086 510047880
215216086 522582939
215216086 526482947
215216086 546367438
215216086 547680256
215216086 552190256
215216086 562250174
215216086 583205235
215216086 585439502
215216086 595539789
215216086 632742781
215216086 702727668
215216086 787115406
215216086 835342567
215216086 876501625
215216086 917243564
215216086 974190704
215216086 1001305494
215216086 1009413198
215216086 1030992019
215216086 1065760964
216522413 6082972
216522413 6684602
216522413 14958182
216522413 15391421
216522413 22598920
216522413 22985259
216522413 29500667
216522413 84596057
216522413 95243555
216522413 104897833
216522413 110273768
216522413 111924058
216522413 153324815
216522413 178507135
216522413 197347453
216522413 202244649
216522413 293394867
216522413 451033303
216522413 460985875
216522413 558489220
216522413 563022345
216522413 627845498
216522413 702727668
216522413 810793700
216522413 825336607
216522413 852611210
216522413 868757713
216522413 1130960574
217350735 706819428
219346690 92403540
219346690 425380217
219346690 835342567
221173559 22598920
221173559 67887304
221173559 133447001
221173559 189263728
221173559 412145728
221173559 460985875
223533298 835342567
223840972 2007021
223840972 12179872
223840972 22598920
226197498 31102741
226197498 36190135
226197498 93378883
226197498 104566770
226197498 157042531
226197498 160466484
226197498 170384943
226197498 232560751
226197498 425138781
226197498 471992869
226197498 501066121
226197498 522582939
226197498 706819428
226197498 722214212
226197498 835342567
226964193 394233142
229298733 600090702
229758375 291403211
231377654 92403540
232560751 6082972
232560751 6684602
232560751 16591972
232560751 22598920
232560751 22985259
232560751 53025684
232560751 92403540
232560751 134803800
232560751 173164569
232560751 197347453
232560751 226197498
232560751 361784332
232560751 445761780
232560751 450630648
232560751 517400735
232560751 552027659
232560751 787115406
232560751 1004883073
233245609 57573169
233245609 181477746
233245609 215216086
233245609 416157197
233245609 600090702
233287464 129515952
233287464 134803800
233287464 298018338
233287464 380319760
235303172 92403540
235303172 215216086
237747438 425380217
240346934 374138547
242064566 273686840
242064566 279211405
242301103 92225723
242341704 92403540
242341704 105496654
242341704 327900613
242341704 446143453
242341704 620243872
243891976 92403540
243891976 486966473
244625605 74156552
244625605 157042531
244625605 562250174
245306807 8933252
245306807 111924058
245306807 149248959
245306807 517400735
245306807 563022345
245430145 7046912
245430145 140030010
245430145 706819428
245953131 38002859
245953131 92403540
245953131 157042531
245953131 361097511
245953131 425380217
245953131 706819428
245970658 228711740
246886628 104566770
246886628 157042531
246886628 178507135
250171190 16043064
250171190 37539436
250171190 85866409
250171190 92403540
250171190 104897833
250171190 133447001
250171190 183148817
250171190 279139861
250171190 835342567
250842076 95243555
250842076 157042531
250842076 314922007
252516822 56326516
252686122 317336535
252688673 207070244
252688673 363830865
254558097 487416678
254558097 1070376564
255656786 92403540
256598881 22598920
256598881 115955798
256598881 160466484
256598881 327900613
256598881 373947833
257399906 86741673
257399906 92403540
257399906 129214047
258762800 92403540
258762800 425380217
259428725 157042531
259428725 425380217
259428725 538395588
259680844 126611558
259773527 157042531
259934562 22598920
259934562 92403540
260636096 425380217
260693820 104566770
260693820 425380217
261223538 6082972
261223538 7470952
261223538 21770069
261223538 22624920
261223538 47588692
261223538 104566770
261223538 110273768
261223538 131559802
261223538 140527863
261223538 153324815
261223538 178507135
261223538 286841761
261223538 517883021
262100774 22598920
262100774 105429377
262100774 157042531
262100774 407101499
262100774 425263052
262100774 425380217
262100774 813467726
262235136 215216086
262898875 111924058
262898875 300796010
262898875 455266133
263278290 268773741
264333523 7046912
264333523 7773732
264333523 104566770
264333523 104897833
264333523 157042531
264333523 173662542
264333523 187536784
265529493 21102000
268773741 104566770
268773741 146215776
268773741 263278290
269535022 22598920
269535022 24176877
269535022 117708359
269535022 178507135
269535022 428384851
269535022 469454275
269535022 1031110604
270472440 92403540
271032827 92403540
272876921 22598920
272876921 48182327
272876921 56326516
272876921 92403540
272876921 115955798
272876921 170352080
272876921 356979186
272876921 370850929
272876921 388348486
272876921 426178907
272876921 455775628
272876921 471992869
272876921 501066121
272876921 517400735
272876921 522582939
272876921 546367438
272876921 547680256
272876921 600090702
272876921 632742781
272876921 1042842432
272876921 1205795042
273686840 22015750
273686840 202244649
273686840 242064566
278618602 422226730
279139861 81592426
279139861 170352080
279139861 250171190
279147035 5863152
279147035 22521283
279147035 22598920
279147035 24176877
279147035 56326516
279147035 93378883
279147035 93648877
279147035 126611558
279147035 152905850
279211405 242064566
279461605 56326516
279461605 157042531
279461605 202220813
279461605 845102904
279557700 146215776
279557700 300796010
279557700 440184518
279557700 455775628
279644158 813467726
283906965 56966762
283906965 104566770
284481700 56326516
284481700 93378883
284481700 126611558
284481700 157042531
284481700 167823878
284481700 356979186
284481700 810793700
284481700 920600658
284657297 92403540
285724171 187536784
288148846 117708359
288148846 380015773
288148846 386034126
288148846 425380217
288148846 599940695
288148846 835342567
288798453 92403540
289859824 57573169
290723075 157042531
290723075 197347453
290723075 215216086
290723075 242272799
290723075 295788103
290723075 349204176
290723075 361097511
290723075 425380217
290723075 558489220
290723075 600090702
290723075 632742781
290723075 787115406
290723075 835342567
290723075 987068240
290723075 1084115989
290734286 423613846
291290779 111924058
291314239 92403540
291403211 22598920
291403211 157042531
291403211 160466484
291403211 229758375
291403211 451033303
291403211 835342567
292565648 150983977
292565648 451370524
292565648 868757713
292912980 92403540
292912980 104566770
293394867 15271419
293394867 29646177
293394867 74156552
293394867 77528520
293394867 108557681
293394867 110273768
293394867 111924058
293394867 131197741
293394867 146215776
293394867 216522413
293394867 351555225
293394867 470379248
293394867 585968039
293394867 632742781
293394867 851233315
293394867 1052685680
295168932 104566770
295168932 117708359
295168932 132104173
295168932 133447001
295168932 286841761
295168932 291949510
295168932 308672071
295168932 370625229
295168932 434826176
295168932 451033303
295168932 599940695
295788103 22598920
295788103 37889070
295788103 62364690
295788103 93378883
295788103 111924058
295788103 157042531
295788103 183148817
295788103 210459173
295788103 228711740
295788103 290723075
295788103 351555225
295788103 353768504
295788103 361097511
295788103 379296310
295788103 386034126
295788103 469218793
295788103 834186096
295788103 1030992019
296876973 7046912
296876973 22598920
296876973 55819049
296876973 104566770
296876973 131197741
296876973 291949510
296999433 986839782
298018338 233287464
298459779 15922136
298459779 347274232
298459779 446143453
298459779 877925696
298489056 131197741
299837277 13260592
299837277 28342883
299837277 45529357
299837277 356979186
299837277 384932218
299837762 215216086
300796010 7046912
300796010 22521283
300796010 47588692
300796010 49319803
300796010 67006908
300796010 92403540
300796010 104566770
300796010 110273768
300796010 126611558
300796010 146215776
300796010 178507135
300796010 210525855
300796010 262898875
300796010 279557700
300796010 327900613
300838107 92403540
301919327 632742781
305187907 179588209
308151060 56326516
308151060 92403540
308151060 95008519
308151060 272911207
308151060 321425967
308151060 356979186
308672071 22598920
308672071 181191549
308672071 242272799
308672071 295168932
308672071 361097511
308672071 471992869
309800578 92403540
309800578 331312863
310401703 37186955
310496499 17085112
310496499 92403540
310496499 202555952
310496499 385868840
311394394 140030010
314030119 157042531
314922007 250842076
315436528 22598920
315436528 134803800
315436528 451370524
318661130 83236897
318661130 92403540
318661130 126727689
318661130 129515952
318949971 56345134
318949971 93378883
319054277 92403540
320669433 877925696
320880780 12179872
320880780 22598920
320880780 471093612
321266890 22598920
321266890 104566770
321266890 170384943
321266890 178507135
321266890 187536784
321266890 327900613
321266890 455775628
321281383 168422352
321425967 769985
321425967 7046912
321425967 17283453
321425967 24176877
321425967 72967193
321425967 104754590
321425967 116190007
321425967 119065059
321425967 308151060
321425967 356979186
321425967 361784332
321425967 547811916
323379897 84596057
323379897 157042531
323809354 51150318
323937090 92403540
324440293 92403540
